fips2010,State,County,cbsasub,areaname,lim50_19p1,lim50_19p2,lim50_19p3,lim50_19p4,lim50_19p5,lim50_19p6,lim50_19p7,lim50_19p8,lim120_19p1,lim120_19p2,lim120_19p3,lim120_19p4,lim120_19p5,lim120_19p6,lim120_19p7,lim120_19p8,fips2000,name
0507599999,5,75,NCNTY05075N05075,"Lawrence County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0507599999,Lawrence County
0507799999,5,77,NCNTY05077N05077,"Lee County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0507799999,Lee County
0507999999,5,79,METRO38220M38220,"Pine Bluff, AR MSA",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0507999999,Lincoln County
0508199999,5,81,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0508199999,Little River County
0508399999,5,83,NCNTY05083N05083,"Logan County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0508399999,Logan County
0508599999,5,85,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0508599999,Lonoke County
0508799999,5,87,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,0508799999,Madison County
0508999999,5,89,NCNTY05089N05089,"Marion County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0508999999,Marion County
0509199999,5,91,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",20550,23500,26450,29350,31700,34050,36400,38750,49300,56350,63400,70450,76100,81700,87350,93000,0509199999,Miller County
0509399999,5,93,NCNTY05093N05093,"Mississippi County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0509399999,Mississippi County
0509599999,5,95,NCNTY05095N05095,"Monroe County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0509599999,Monroe County
0509799999,5,97,NCNTY05097N05097,"Montgomery County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0509799999,Montgomery County
0509999999,5,99,NCNTY05099N05099,"Nevada County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0509999999,Nevada County
0510199999,5,101,NCNTY05101N05101,"Newton County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0510199999,Newton County
0510399999,5,103,NCNTY05103N05103,"Ouachita County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0510399999,Ouachita County
0510599999,5,105,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0510599999,Perry County
0510799999,5,107,NCNTY05107N05107,"Phillips County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0510799999,Phillips County
0510999999,5,109,NCNTY05109N05109,"Pike County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0510999999,Pike County
0511199999,5,111,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0511199999,Poinsett County
0511399999,5,113,NCNTY05113N05113,"Polk County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0511399999,Polk County
0511599999,5,115,NCNTY05115N05115,"Pope County, AR",18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,0511599999,Pope County
0511799999,5,117,NCNTY05117N05117,"Prairie County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0511799999,Prairie County
0511999999,5,119,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0511999999,Pulaski County
0512199999,5,121,NCNTY05121N05121,"Randolph County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0512199999,Randolph County
0512399999,5,123,NCNTY05123N05123,"St. Francis County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0512399999,St. Francis County
0512599999,5,125,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0512599999,Saline County
0512799999,5,127,NCNTY05127N05127,"Scott County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0512799999,Scott County
0512999999,5,129,NCNTY05129N05129,"Searcy County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0512999999,Searcy County
0513199999,5,131,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",18550,21200,23850,26450,28600,30700,32800,34950,44450,50800,57150,63500,68550,73650,78700,83800,0513199999,Sebastian County
0513399999,5,133,NCNTY05133N05133,"Sevier County, AR",18800,21450,24150,26800,28950,31100,33250,35400,45000,51450,57900,64300,69450,74600,79750,84900,0513399999,Sevier County
0513599999,5,135,NCNTY05135N05135,"Sharp County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0513599999,Sharp County
0513799999,5,137,NCNTY05137N05137,"Stone County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0513799999,Stone County
0513999999,5,139,NCNTY05139N05139,"Union County, AR",18650,21300,23950,26600,28750,30900,33000,35150,44700,51050,57450,63850,68950,74050,79150,84250,0513999999,Union County
0514199999,5,141,NCNTY05141N05141,"Van Buren County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0514199999,Van Buren County
0514399999,5,143,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",24500,28000,31500,34950,37750,40550,43350,46150,58700,67100,75500,83900,90600,97300,104000,110700,0514399999,Washington County
0514599999,5,145,NCNTY05145N05145,"White County, AR",19700,22500,25300,28100,30350,32600,34850,37100,47200,53950,60700,67450,72850,78250,83650,89000,0514599999,White County
0514799999,5,147,NCNTY05147N05147,"Woodruff County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0514799999,Woodruff County
0514999999,5,149,NCNTY05149N05149,"Yell County, AR",18250,20850,23450,26050,28150,30250,32350,34400,43750,50000,56250,62500,67500,72500,77500,82550,0514999999,Yell County
0600199999,6,1,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",43400,49600,55800,61950,66950,71900,76850,81800,104100,118950,133800,148700,160550,172450,184350,196250,0600199999,Alameda County
0600399999,6,3,NCNTY06003N06003,"Alpine County, CA",28050,32050,36050,40050,43300,46500,49700,52900,67300,76900,86500,96100,103800,111500,119200,126900,0600399999,Alpine County
0600599999,6,5,NCNTY06005N06005,"Amador County, CA",25550,29200,32850,36500,39450,42350,45300,48200,61300,70100,78850,87600,94600,101600,108600,115650,0600599999,Amador County
0600799999,6,7,METRO17020M17020,"Chico, CA MSA",23300,26600,29950,33250,35950,38600,41250,43900,55850,63850,71800,79800,86200,92550,98950,105350,0600799999,Butte County
0600999999,6,9,NCNTY06009N06009,"Calaveras County, CA",26400,30150,33900,37650,40700,43700,46700,49700,63250,72300,81300,90350,97600,104800,112050,119300,0600999999,Calaveras County
0601199999,6,11,NCNTY06011N06011,"Colusa County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0601199999,Colusa County
0601399999,6,13,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",43400,49600,55800,61950,66950,71900,76850,81800,104100,118950,133800,148700,160550,172450,184350,196250,0601399999,Contra Costa County
0601599999,6,15,NCNTY06015N06015,"Del Norte County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0601599999,Del Norte County
0601799999,6,17,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",29300,33450,37650,41800,45150,48500,51850,55200,70200,80250,90300,100300,108350,116350,124400,132400,0601799999,El Dorado County
0601999999,6,19,METRO23420M23420,"Fresno, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0601999999,Fresno County
0602199999,6,21,NCNTY06021N06021,"Glenn County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0602199999,Glenn County
0602399999,6,23,NCNTY06023N06023,"Humboldt County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0602399999,Humboldt County
0602599999,6,25,METRO20940M20940,"El Centro, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0602599999,Imperial County
0602799999,6,27,NCNTY06027N06027,"Inyo County, CA",25450,29100,32750,36350,39300,42200,45100,48000,61050,69800,78500,87250,94200,101200,108200,115150,0602799999,Inyo County
0602999999,6,29,METRO12540M12540,"Bakersfield, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0602999999,Kern County
0603199999,6,31,METRO25260M25260,"Hanford-Corcoran, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0603199999,Kings County
0603399999,6,33,NCNTY06033N06033,"Lake County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0603399999,Lake County
0603599999,6,35,NCNTY06035N06035,"Lassen County, CA",23950,27350,30750,34150,36900,39650,42350,45100,57350,65550,73750,81950,88500,95050,101650,108200,0603599999,Lassen County
0603799999,6,37,METRO31080MM4480,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",36550,41800,47000,52200,56400,60600,64750,68950,87700,100200,112750,125300,135300,145300,155350,165350,0603799999,Los Angeles County
0603999999,6,39,METRO31460M31460,"Madera, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0603999999,Madera County
0604199999,6,41,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",56450,64500,72550,80600,87050,93500,99950,106400,135400,154750,174100,193450,208900,224400,239850,255350,0604199999,Marin County
0604399999,6,43,NCNTY06043N06043,"Mariposa County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0604399999,Mariposa County
0604599999,6,45,NCNTY06045N06045,"Mendocino County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0604599999,Mendocino County
0604799999,6,47,METRO32900M32900,"Merced, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0604799999,Merced County
0604999999,6,49,NCNTY06049N06049,"Modoc County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0604999999,Modoc County
0605199999,6,51,NCNTY06051N06051,"Mono County, CA",27300,31200,35100,38950,42100,45200,48300,51450,65450,74800,84150,93500,100950,108450,115900,123400,0605199999,Mono County
0605399999,6,53,METRO41500M41500,"Salinas, CA MSA",31450,35950,40450,44900,48500,52100,55700,59300,75450,86200,97000,107750,116400,125000,133600,142250,0605399999,Monterey County
0605599999,6,55,METRO34900M34900,"Napa, CA MSA",35150,40200,45200,50200,54250,58250,62250,66300,84350,96400,108450,120500,130100,139750,149400,159050,0605599999,Napa County
0605799999,6,57,NCNTY06057N06057,"Nevada County, CA",27900,31900,35900,39850,43050,46250,49450,52650,66950,76500,86100,95650,103300,110950,118600,126250,0605799999,Nevada County
0605999999,6,59,METRO31080MM5945,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",41550,47500,53450,59350,64100,68850,73600,78350,99700,113950,128200,142450,153850,165250,176650,188000,0605999999,Orange County
0606199999,6,61,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",29300,33450,37650,41800,45150,48500,51850,55200,70200,80250,90300,100300,108350,116350,124400,132400,0606199999,Placer County
0606399999,6,63,NCNTY06063N06063,"Plumas County, CA",24400,27850,31350,34800,37600,40400,43200,45950,58450,66800,75150,83500,90200,96900,103550,110250,0606399999,Plumas County
0606599999,6,65,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",25150,28750,32350,35900,38800,41650,44550,47400,60300,68950,77550,86150,93050,99950,106850,113750,0606599999,Riverside County
0606799999,6,67,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",29300,33450,37650,41800,45150,48500,51850,55200,70200,80250,90300,100300,108350,116350,124400,132400,0606799999,Sacramento County
0606999999,6,69,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",35700,40800,45900,51000,55100,59200,63250,67350,85700,97900,110150,122400,132200,142000,151800,161550,0606999999,San Benito County
0607199999,6,71,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",25150,28750,32350,35900,38800,41650,44550,47400,60300,68950,77550,86150,93050,99950,106850,113750,0607199999,San Bernardino County
0607399999,6,73,METRO41740M41740,"San Diego-Carlsbad, CA MSA",37450,42800,48150,53500,57800,62100,66350,70650,89900,102700,115550,128400,138650,148950,159200,169500,0607399999,San Diego County
0607599999,6,75,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",56450,64500,72550,80600,87050,93500,99950,106400,135400,154750,174100,193450,208900,224400,239850,255350,0607599999,San Francisco County
0607799999,6,77,METRO44700M44700,"Stockton-Lodi, CA MSA",24500,28000,31500,35000,37800,40600,43400,46200,58800,67200,75600,84000,90700,97450,104150,110900,0607799999,San Joaquin County
0607999999,6,79,METRO42020M42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",31500,36000,40500,44950,48550,52150,55750,59350,75500,86300,97100,107900,116500,125150,133750,142400,0607999999,San Luis Obispo County
0608199999,6,81,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",56450,64500,72550,80600,87050,93500,99950,106400,135400,154750,174100,193450,208900,224400,239850,255350,0608199999,San Mateo County
0608399999,6,83,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",38650,44150,49650,55150,59600,64000,68400,72800,92650,105900,119100,132350,142950,153550,164150,174700,0608399999,Santa Barbara County
0608599999,6,85,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",51250,58550,65850,73150,79050,84900,90750,96600,122900,140450,158000,175550,189600,203650,217700,231750,0608599999,Santa Clara County
0608799999,6,87,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",42950,49100,55250,61350,66300,71200,76100,81000,103050,117800,132500,147250,159000,170800,182600,194350,0608799999,Santa Cruz County
0608999999,6,89,METRO39820M39820,"Redding, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0608999999,Shasta County
0609199999,6,91,NCNTY06091N06091,"Sierra County, CA",26400,30200,33950,37700,40750,43750,46750,49800,63350,72400,81450,90500,97700,104950,112200,119450,0609199999,Sierra County
0609399999,6,93,NCNTY06093N06093,"Siskiyou County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0609399999,Siskiyou County
0609599999,6,95,METRO46700M46700,"Vallejo-Fairfield, CA MSA",30000,34300,38600,42850,46300,49750,53150,56600,72000,82250,92550,102850,111050,119300,127500,135750,0609599999,Solano County
0609799999,6,97,METRO42220M42220,"Santa Rosa, CA MSA",37800,43200,48600,54000,58350,62650,67000,71300,90700,103700,116650,129600,139950,150350,160700,171050,0609799999,Sonoma County
0609999999,6,99,METRO33700M33700,"Modesto, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0609999999,Stanislaus County
0610199999,6,101,METRO49700M49700,"Yuba City, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0610199999,Sutter County
0610399999,6,103,NCNTY06103N06103,"Tehama County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0610399999,Tehama County
0610599999,6,105,NCNTY06105N06105,"Trinity County, CA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0610599999,Trinity County
0610799999,6,107,METRO47300M47300,"Visalia-Porterville, CA MSA",22700,25950,29200,32400,35000,37600,40200,42800,54450,62200,70000,77750,84000,90200,96400,102650,0610799999,Tulare County
0610999999,6,109,NCNTY06109N06109,"Tuolumne County, CA",23000,26300,29600,32850,35500,38150,40750,43400,55200,63050,70950,78850,85150,91450,97750,104050,0610999999,Tuolumne County
0611199999,6,111,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",36650,41850,47100,52300,56500,60700,64900,69050,87850,100400,112950,125500,135550,145600,155650,165700,0611199999,Ventura County
